site_id,well_id,cell_type,experiment,plate,well,site,treatment,treatment_conc,treatment_class,directory,class,label
HUVEC-1_3_E23_4,HUVEC-1_3_E23,HUVEC,HUVEC-1,3,E23,4,BaPALF,0.05,Toxin,HUVEC-1/Plate3/E23_s4,Toxin,1
HUVEC-1_3_N20_1,HUVEC-1_3_N20,HUVEC,HUVEC-1,3,N20,1,BaPALF,0.05,Toxin,HUVEC-1/Plate3/N20_s1,Toxin,1
HUVEC-1_3_N20_2,HUVEC-1_3_N20,HUVEC,HUVEC-1,3,N20,2,BaPALF,0.05,Toxin,HUVEC-1/Plate3/N20_s2,Toxin,1
HUVEC-1_3_N20_3,HUVEC-1_3_N20,HUVEC,HUVEC-1,3,N20,3,BaPALF,0.05,Toxin,HUVEC-1/Plate3/N20_s3,Toxin,1
HUVEC-1_3_N20_4,HUVEC-1_3_N20,HUVEC,HUVEC-1,3,N20,4,BaPALF,0.05,Toxin,HUVEC-1/Plate3/N20_s4,Toxin,1
HUVEC-1_4_G09_1,HUVEC-1_4_G09,HUVEC,HUVEC-1,4,G09,1,BaPALF,0.05,Toxin,HUVEC-1/Plate4/G09_s1,Toxin,1
HUVEC-1_4_G09_2,HUVEC-1_4_G09,HUVEC,HUVEC-1,4,G09,2,BaPALF,0.05,Toxin,HUVEC-1/Plate4/G09_s2,Toxin,1
HUVEC-1_4_G09_3,HUVEC-1_4_G09,HUVEC,HUVEC-1,4,G09,3,BaPALF,0.05,Toxin,HUVEC-1/Plate4/G09_s3,Toxin,1
HUVEC-1_4_G09_4,HUVEC-1_4_G09,HUVEC,HUVEC-1,4,G09,4,BaPALF,0.05,Toxin,HUVEC-1/Plate4/G09_s4,Toxin,1
HUVEC-1_4_P17_1,HUVEC-1_4_P17,HUVEC,HUVEC-1,4,P17,1,BaPALF,0.05,Toxin,HUVEC-1/Plate4/P17_s1,Toxin,1
HUVEC-1_4_P17_2,HUVEC-1_4_P17,HUVEC,HUVEC-1,4,P17,2,BaPALF,0.05,Toxin,HUVEC-1/Plate4/P17_s2,Toxin,1
HUVEC-1_4_P17_3,HUVEC-1_4_P17,HUVEC,HUVEC-1,4,P17,3,BaPALF,0.05,Toxin,HUVEC-1/Plate4/P17_s3,Toxin,1
HUVEC-1_4_P17_4,HUVEC-1_4_P17,HUVEC,HUVEC-1,4,P17,4,BaPALF,0.05,Toxin,HUVEC-1/Plate4/P17_s4,Toxin,1
HUVEC-1_4_U41_1,HUVEC-1_4_U41,HUVEC,HUVEC-1,4,U41,1,BaPALF,0.05,Toxin,HUVEC-1/Plate4/U41_s1,Toxin,1
HUVEC-1_4_U41_2,HUVEC-1_4_U41,HUVEC,HUVEC-1,4,U41,2,BaPALF,0.05,Toxin,HUVEC-1/Plate4/U41_s2,Toxin,1
HUVEC-1_4_U41_3,HUVEC-1_4_U41,HUVEC,HUVEC-1,4,U41,3,BaPALF,0.05,Toxin,HUVEC-1/Plate4/U41_s3,Toxin,1
HUVEC-1_4_U41_4,HUVEC-1_4_U41,HUVEC,HUVEC-1,4,U41,4,BaPALF,0.05,Toxin,HUVEC-1/Plate4/U41_s4,Toxin,1
HUVEC-2_3_AC45_1,HUVEC-2_3_AC45,HUVEC,HUVEC-2,3,AC45,1,BaPALF,0.05,Toxin,HUVEC-2/Plate3/AC45_s1,Toxin,1
HUVEC-2_3_AC45_2,HUVEC-2_3_AC45,HUVEC,HUVEC-2,3,AC45,2,BaPALF,0.05,Toxin,HUVEC-2/Plate3/AC45_s2,Toxin,1
HUVEC-2_3_AC45_3,HUVEC-2_3_AC45,HUVEC,HUVEC-2,3,AC45,3,BaPALF,0.05,Toxin,HUVEC-2/Plate3/AC45_s3,Toxin,1
HUVEC-2_3_AC45_4,HUVEC-2_3_AC45,HUVEC,HUVEC-2,3,AC45,4,BaPALF,0.05,Toxin,HUVEC-2/Plate3/AC45_s4,Toxin,1
HUVEC-2_3_D20_1,HUVEC-2_3_D20,HUVEC,HUVEC-2,3,D20,1,BaPALF,0.05,Toxin,HUVEC-2/Plate3/D20_s1,Toxin,1
HUVEC-2_3_D20_2,HUVEC-2_3_D20,HUVEC,HUVEC-2,3,D20,2,BaPALF,0.05,Toxin,HUVEC-2/Plate3/D20_s2,Toxin,1
HUVEC-2_3_D20_3,HUVEC-2_3_D20,HUVEC,HUVEC-2,3,D20,3,BaPALF,0.05,Toxin,HUVEC-2/Plate3/D20_s3,Toxin,1
HUVEC-2_3_D20_4,HUVEC-2_3_D20,HUVEC,HUVEC-2,3,D20,4,BaPALF,0.05,Toxin,HUVEC-2/Plate3/D20_s4,Toxin,1
HUVEC-2_3_N05_1,HUVEC-2_3_N05,HUVEC,HUVEC-2,3,N05,1,BaPALF,0.05,Toxin,HUVEC-2/Plate3/N05_s1,Toxin,1
HUVEC-2_3_N05_2,HUVEC-2_3_N05,HUVEC,HUVEC-2,3,N05,2,BaPALF,0.05,Toxin,HUVEC-2/Plate3/N05_s2,Toxin,1
HUVEC-2_3_N05_3,HUVEC-2_3_N05,HUVEC,HUVEC-2,3,N05,3,BaPALF,0.05,Toxin,HUVEC-2/Plate3/N05_s3,Toxin,1
HUVEC-2_3_N05_4,HUVEC-2_3_N05,HUVEC,HUVEC-2,3,N05,4,BaPALF,0.05,Toxin,HUVEC-2/Plate3/N05_s4,Toxin,1
HUVEC-2_4_AB44_1,HUVEC-2_4_AB44,HUVEC,HUVEC-2,4,AB44,1,BaPALF,0.05,Toxin,HUVEC-2/Plate4/AB44_s1,Toxin,1
HUVEC-2_4_AB44_2,HUVEC-2_4_AB44,HUVEC,HUVEC-2,4,AB44,2,BaPALF,0.05,Toxin,HUVEC-2/Plate4/AB44_s2,Toxin,1
HUVEC-2_4_AB44_3,HUVEC-2_4_AB44,HUVEC,HUVEC-2,4,AB44,3,BaPALF,0.05,Toxin,HUVEC-2/Plate4/AB44_s3,Toxin,1
HUVEC-2_4_AB44_4,HUVEC-2_4_AB44,HUVEC,HUVEC-2,4,AB44,4,BaPALF,0.05,Toxin,HUVEC-2/Plate4/AB44_s4,Toxin,1
HUVEC-2_4_M37_1,HUVEC-2_4_M37,HUVEC,HUVEC-2,4,M37,1,BaPALF,0.05,Toxin,HUVEC-2/Plate4/M37_s1,Toxin,1
HUVEC-2_4_M37_2,HUVEC-2_4_M37,HUVEC,HUVEC-2,4,M37,2,BaPALF,0.05,Toxin,HUVEC-2/Plate4/M37_s2,Toxin,1
HUVEC-2_4_M37_3,HUVEC-2_4_M37,HUVEC,HUVEC-2,4,M37,3,BaPALF,0.05,Toxin,HUVEC-2/Plate4/M37_s3,Toxin,1
HUVEC-2_4_M37_4,HUVEC-2_4_M37,HUVEC,HUVEC-2,4,M37,4,BaPALF,0.05,Toxin,HUVEC-2/Plate4/M37_s4,Toxin,1
HUVEC-2_4_S32_1,HUVEC-2_4_S32,HUVEC,HUVEC-2,4,S32,1,BaPALF,0.05,Toxin,HUVEC-2/Plate4/S32_s1,Toxin,1
HUVEC-2_4_S32_2,HUVEC-2_4_S32,HUVEC,HUVEC-2,4,S32,2,BaPALF,0.05,Toxin,HUVEC-2/Plate4/S32_s2,Toxin,1
HUVEC-2_4_S32_3,HUVEC-2_4_S32,HUVEC,HUVEC-2,4,S32,3,BaPALF,0.05,Toxin,HUVEC-2/Plate4/S32_s3,Toxin,1
HUVEC-2_4_S32_4,HUVEC-2_4_S32,HUVEC,HUVEC-2,4,S32,4,BaPALF,0.05,Toxin,HUVEC-2/Plate4/S32_s4,Toxin,1
HUVEC-1_1_K32_1,HUVEC-1_1_K32,HUVEC,HUVEC-1,1,K32,1,BaPALF,0.5,Toxin,HUVEC-1/Plate1/K32_s1,Toxin,1
HUVEC-1_1_K32_2,HUVEC-1_1_K32,HUVEC,HUVEC-1,1,K32,2,BaPALF,0.5,Toxin,HUVEC-1/Plate1/K32_s2,Toxin,1
HUVEC-1_1_K32_3,HUVEC-1_1_K32,HUVEC,HUVEC-1,1,K32,3,BaPALF,0.5,Toxin,HUVEC-1/Plate1/K32_s3,Toxin,1
HUVEC-1_1_K32_4,HUVEC-1_1_K32,HUVEC,HUVEC-1,1,K32,4,BaPALF,0.5,Toxin,HUVEC-1/Plate1/K32_s4,Toxin,1
HUVEC-1_1_N33_1,HUVEC-1_1_N33,HUVEC,HUVEC-1,1,N33,1,BaPALF,0.5,Toxin,HUVEC-1/Plate1/N33_s1,Toxin,1
HUVEC-1_1_N33_2,HUVEC-1_1_N33,HUVEC,HUVEC-1,1,N33,2,BaPALF,0.5,Toxin,HUVEC-1/Plate1/N33_s2,Toxin,1
HUVEC-1_1_N33_3,HUVEC-1_1_N33,HUVEC,HUVEC-1,1,N33,3,BaPALF,0.5,Toxin,HUVEC-1/Plate1/N33_s3,Toxin,1
HUVEC-1_1_N33_4,HUVEC-1_1_N33,HUVEC,HUVEC-1,1,N33,4,BaPALF,0.5,Toxin,HUVEC-1/Plate1/N33_s4,Toxin,1
HUVEC-1_1_T30_1,HUVEC-1_1_T30,HUVEC,HUVEC-1,1,T30,1,BaPALF,0.5,Toxin,HUVEC-1/Plate1/T30_s1,Toxin,1
HUVEC-1_1_T30_2,HUVEC-1_1_T30,HUVEC,HUVEC-1,1,T30,2,BaPALF,0.5,Toxin,HUVEC-1/Plate1/T30_s2,Toxin,1
HUVEC-1_1_T30_3,HUVEC-1_1_T30,HUVEC,HUVEC-1,1,T30,3,BaPALF,0.5,Toxin,HUVEC-1/Plate1/T30_s3,Toxin,1
HUVEC-1_1_T30_4,HUVEC-1_1_T30,HUVEC,HUVEC-1,1,T30,4,BaPALF,0.5,Toxin,HUVEC-1/Plate1/T30_s4,Toxin,1
HUVEC-1_2_R41_1,HUVEC-1_2_R41,HUVEC,HUVEC-1,2,R41,1,BaPALF,0.5,Toxin,HUVEC-1/Plate2/R41_s1,Toxin,1
HUVEC-1_2_R41_2,HUVEC-1_2_R41,HUVEC,HUVEC-1,2,R41,2,BaPALF,0.5,Toxin,HUVEC-1/Plate2/R41_s2,Toxin,1
HUVEC-1_2_R41_3,HUVEC-1_2_R41,HUVEC,HUVEC-1,2,R41,3,BaPALF,0.5,Toxin,HUVEC-1/Plate2/R41_s3,Toxin,1
HUVEC-1_2_R41_4,HUVEC-1_2_R41,HUVEC,HUVEC-1,2,R41,4,BaPALF,0.5,Toxin,HUVEC-1/Plate2/R41_s4,Toxin,1
HUVEC-1_2_T34_1,HUVEC-1_2_T34,HUVEC,HUVEC-1,2,T34,1,BaPALF,0.5,Toxin,HUVEC-1/Plate2/T34_s1,Toxin,1
HUVEC-1_2_T34_2,HUVEC-1_2_T34,HUVEC,HUVEC-1,2,T34,2,BaPALF,0.5,Toxin,HUVEC-1/Plate2/T34_s2,Toxin,1
HUVEC-1_2_T34_3,HUVEC-1_2_T34,HUVEC,HUVEC-1,2,T34,3,BaPALF,0.5,Toxin,HUVEC-1/Plate2/T34_s3,Toxin,1
HUVEC-1_2_T34_4,HUVEC-1_2_T34,HUVEC,HUVEC-1,2,T34,4,BaPALF,0.5,Toxin,HUVEC-1/Plate2/T34_s4,Toxin,1
HUVEC-1_2_V08_1,HUVEC-1_2_V08,HUVEC,HUVEC-1,2,V08,1,BaPALF,0.5,Toxin,HUVEC-1/Plate2/V08_s1,Toxin,1
HUVEC-1_2_V08_2,HUVEC-1_2_V08,HUVEC,HUVEC-1,2,V08,2,BaPALF,0.5,Toxin,HUVEC-1/Plate2/V08_s2,Toxin,1
HUVEC-1_2_V08_3,HUVEC-1_2_V08,HUVEC,HUVEC-1,2,V08,3,BaPALF,0.5,Toxin,HUVEC-1/Plate2/V08_s3,Toxin,1
HUVEC-1_2_V08_4,HUVEC-1_2_V08,HUVEC,HUVEC-1,2,V08,4,BaPALF,0.5,Toxin,HUVEC-1/Plate2/V08_s4,Toxin,1
HUVEC-2_1_K27_1,HUVEC-2_1_K27,HUVEC,HUVEC-2,1,K27,1,BaPALF,0.5,Toxin,HUVEC-2/Plate1/K27_s1,Toxin,1
HUVEC-2_1_K27_2,HUVEC-2_1_K27,HUVEC,HUVEC-2,1,K27,2,BaPALF,0.5,Toxin,HUVEC-2/Plate1/K27_s2,Toxin,1
HUVEC-2_1_K27_3,HUVEC-2_1_K27,HUVEC,HUVEC-2,1,K27,3,BaPALF,0.5,Toxin,HUVEC-2/Plate1/K27_s3,Toxin,1
HUVEC-2_1_K27_4,HUVEC-2_1_K27,HUVEC,HUVEC-2,1,K27,4,BaPALF,0.5,Toxin,HUVEC-2/Plate1/K27_s4,Toxin,1
HUVEC-2_1_N43_1,HUVEC-2_1_N43,HUVEC,HUVEC-2,1,N43,1,BaPALF,0.5,Toxin,HUVEC-2/Plate1/N43_s1,Toxin,1
HUVEC-2_1_N43_2,HUVEC-2_1_N43,HUVEC,HUVEC-2,1,N43,2,BaPALF,0.5,Toxin,HUVEC-2/Plate1/N43_s2,Toxin,1
HUVEC-2_1_N43_3,HUVEC-2_1_N43,HUVEC,HUVEC-2,1,N43,3,BaPALF,0.5,Toxin,HUVEC-2/Plate1/N43_s3,Toxin,1
HUVEC-2_1_N43_4,HUVEC-2_1_N43,HUVEC,HUVEC-2,1,N43,4,BaPALF,0.5,Toxin,HUVEC-2/Plate1/N43_s4,Toxin,1
HUVEC-2_1_U11_1,HUVEC-2_1_U11,HUVEC,HUVEC-2,1,U11,1,BaPALF,0.5,Toxin,HUVEC-2/Plate1/U11_s1,Toxin,1
HUVEC-2_1_U11_2,HUVEC-2_1_U11,HUVEC,HUVEC-2,1,U11,2,BaPALF,0.5,Toxin,HUVEC-2/Plate1/U11_s2,Toxin,1
HUVEC-2_1_U11_3,HUVEC-2_1_U11,HUVEC,HUVEC-2,1,U11,3,BaPALF,0.5,Toxin,HUVEC-2/Plate1/U11_s3,Toxin,1
HUVEC-2_1_U11_4,HUVEC-2_1_U11,HUVEC,HUVEC-2,1,U11,4,BaPALF,0.5,Toxin,HUVEC-2/Plate1/U11_s4,Toxin,1
HUVEC-2_2_H04_1,HUVEC-2_2_H04,HUVEC,HUVEC-2,2,H04,1,BaPALF,0.5,Toxin,HUVEC-2/Plate2/H04_s1,Toxin,1
HUVEC-2_2_H04_2,HUVEC-2_2_H04,HUVEC,HUVEC-2,2,H04,2,BaPALF,0.5,Toxin,HUVEC-2/Plate2/H04_s2,Toxin,1
HUVEC-2_2_H04_3,HUVEC-2_2_H04,HUVEC,HUVEC-2,2,H04,3,BaPALF,0.5,Toxin,HUVEC-2/Plate2/H04_s3,Toxin,1
HUVEC-2_2_H04_4,HUVEC-2_2_H04,HUVEC,HUVEC-2,2,H04,4,BaPALF,0.5,Toxin,HUVEC-2/Plate2/H04_s4,Toxin,1
HUVEC-2_2_K15_1,HUVEC-2_2_K15,HUVEC,HUVEC-2,2,K15,1,BaPALF,0.5,Toxin,HUVEC-2/Plate2/K15_s1,Toxin,1
HUVEC-2_2_K15_2,HUVEC-2_2_K15,HUVEC,HUVEC-2,2,K15,2,BaPALF,0.5,Toxin,HUVEC-2/Plate2/K15_s2,Toxin,1
HUVEC-2_2_K15_3,HUVEC-2_2_K15,HUVEC,HUVEC-2,2,K15,3,BaPALF,0.5,Toxin,HUVEC-2/Plate2/K15_s3,Toxin,1
HUVEC-2_2_K15_4,HUVEC-2_2_K15,HUVEC,HUVEC-2,2,K15,4,BaPALF,0.5,Toxin,HUVEC-2/Plate2/K15_s4,Toxin,1
HUVEC-2_2_V10_1,HUVEC-2_2_V10,HUVEC,HUVEC-2,2,V10,1,BaPALF,0.5,Toxin,HUVEC-2/Plate2/V10_s1,Toxin,1
HUVEC-2_2_V10_2,HUVEC-2_2_V10,HUVEC,HUVEC-2,2,V10,2,BaPALF,0.5,Toxin,HUVEC-2/Plate2/V10_s2,Toxin,1
HUVEC-2_2_V10_3,HUVEC-2_2_V10,HUVEC,HUVEC-2,2,V10,3,BaPALF,0.5,Toxin,HUVEC-2/Plate2/V10_s3,Toxin,1
HUVEC-2_2_V10_4,HUVEC-2_2_V10,HUVEC,HUVEC-2,2,V10,4,BaPALF,0.5,Toxin,HUVEC-2/Plate2/V10_s4,Toxin,1
HUVEC-1_5_L47_1,HUVEC-1_5_L47,HUVEC,HUVEC-1,5,L47,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/L47_s1,Cytokine-GF,0
HUVEC-1_5_L47_2,HUVEC-1_5_L47,HUVEC,HUVEC-1,5,L47,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/L47_s2,Cytokine-GF,0
HUVEC-1_5_L47_3,HUVEC-1_5_L47,HUVEC,HUVEC-1,5,L47,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/L47_s3,Cytokine-GF,0
HUVEC-1_5_L47_4,HUVEC-1_5_L47,HUVEC,HUVEC-1,5,L47,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/L47_s4,Cytokine-GF,0
HUVEC-1_5_O08_1,HUVEC-1_5_O08,HUVEC,HUVEC-1,5,O08,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/O08_s1,Cytokine-GF,0
HUVEC-1_5_O08_2,HUVEC-1_5_O08,HUVEC,HUVEC-1,5,O08,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/O08_s2,Cytokine-GF,0
HUVEC-1_5_O08_3,HUVEC-1_5_O08,HUVEC,HUVEC-1,5,O08,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/O08_s3,Cytokine-GF,0
HUVEC-1_5_O08_4,HUVEC-1_5_O08,HUVEC,HUVEC-1,5,O08,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/O08_s4,Cytokine-GF,0
HUVEC-1_5_T27_1,HUVEC-1_5_T27,HUVEC,HUVEC-1,5,T27,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/T27_s1,Cytokine-GF,0
HUVEC-1_5_T27_2,HUVEC-1_5_T27,HUVEC,HUVEC-1,5,T27,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/T27_s2,Cytokine-GF,0
HUVEC-1_5_T27_3,HUVEC-1_5_T27,HUVEC,HUVEC-1,5,T27,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/T27_s3,Cytokine-GF,0
HUVEC-1_5_T27_4,HUVEC-1_5_T27,HUVEC,HUVEC-1,5,T27,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate5/T27_s4,Cytokine-GF,0
HUVEC-1_6_L04_1,HUVEC-1_6_L04,HUVEC,HUVEC-1,6,L04,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/L04_s1,Cytokine-GF,0
HUVEC-1_6_L04_2,HUVEC-1_6_L04,HUVEC,HUVEC-1,6,L04,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/L04_s2,Cytokine-GF,0
HUVEC-1_6_L04_3,HUVEC-1_6_L04,HUVEC,HUVEC-1,6,L04,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/L04_s3,Cytokine-GF,0
HUVEC-1_6_L04_4,HUVEC-1_6_L04,HUVEC,HUVEC-1,6,L04,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/L04_s4,Cytokine-GF,0
HUVEC-1_6_O45_1,HUVEC-1_6_O45,HUVEC,HUVEC-1,6,O45,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/O45_s1,Cytokine-GF,0
HUVEC-1_6_O45_2,HUVEC-1_6_O45,HUVEC,HUVEC-1,6,O45,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/O45_s2,Cytokine-GF,0
HUVEC-1_6_O45_3,HUVEC-1_6_O45,HUVEC,HUVEC-1,6,O45,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/O45_s3,Cytokine-GF,0
HUVEC-1_6_O45_4,HUVEC-1_6_O45,HUVEC,HUVEC-1,6,O45,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/O45_s4,Cytokine-GF,0
HUVEC-1_6_S14_1,HUVEC-1_6_S14,HUVEC,HUVEC-1,6,S14,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/S14_s1,Cytokine-GF,0
HUVEC-1_6_S14_2,HUVEC-1_6_S14,HUVEC,HUVEC-1,6,S14,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/S14_s2,Cytokine-GF,0
HUVEC-1_6_S14_3,HUVEC-1_6_S14,HUVEC,HUVEC-1,6,S14,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/S14_s3,Cytokine-GF,0
HUVEC-1_6_S14_4,HUVEC-1_6_S14,HUVEC,HUVEC-1,6,S14,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-1/Plate6/S14_s4,Cytokine-GF,0
HUVEC-2_5_AC34_1,HUVEC-2_5_AC34,HUVEC,HUVEC-2,5,AC34,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/AC34_s1,Cytokine-GF,0
HUVEC-2_5_AC34_2,HUVEC-2_5_AC34,HUVEC,HUVEC-2,5,AC34,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/AC34_s2,Cytokine-GF,0
HUVEC-2_5_AC34_3,HUVEC-2_5_AC34,HUVEC,HUVEC-2,5,AC34,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/AC34_s3,Cytokine-GF,0
HUVEC-2_5_AC34_4,HUVEC-2_5_AC34,HUVEC,HUVEC-2,5,AC34,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/AC34_s4,Cytokine-GF,0
HUVEC-2_5_M43_1,HUVEC-2_5_M43,HUVEC,HUVEC-2,5,M43,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/M43_s1,Cytokine-GF,0
HUVEC-2_5_M43_2,HUVEC-2_5_M43,HUVEC,HUVEC-2,5,M43,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/M43_s2,Cytokine-GF,0
HUVEC-2_5_M43_3,HUVEC-2_5_M43,HUVEC,HUVEC-2,5,M43,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/M43_s3,Cytokine-GF,0
HUVEC-2_5_M43_4,HUVEC-2_5_M43,HUVEC,HUVEC-2,5,M43,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/M43_s4,Cytokine-GF,0
HUVEC-2_5_U46_1,HUVEC-2_5_U46,HUVEC,HUVEC-2,5,U46,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/U46_s1,Cytokine-GF,0
HUVEC-2_5_U46_2,HUVEC-2_5_U46,HUVEC,HUVEC-2,5,U46,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/U46_s2,Cytokine-GF,0
HUVEC-2_5_U46_3,HUVEC-2_5_U46,HUVEC,HUVEC-2,5,U46,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/U46_s3,Cytokine-GF,0
HUVEC-2_5_U46_4,HUVEC-2_5_U46,HUVEC,HUVEC-2,5,U46,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate5/U46_s4,Cytokine-GF,0
HUVEC-2_6_F19_1,HUVEC-2_6_F19,HUVEC,HUVEC-2,6,F19,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/F19_s1,Cytokine-GF,0
HUVEC-2_6_F19_2,HUVEC-2_6_F19,HUVEC,HUVEC-2,6,F19,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/F19_s2,Cytokine-GF,0
HUVEC-2_6_F19_3,HUVEC-2_6_F19,HUVEC,HUVEC-2,6,F19,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/F19_s3,Cytokine-GF,0
HUVEC-2_6_F19_4,HUVEC-2_6_F19,HUVEC,HUVEC-2,6,F19,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/F19_s4,Cytokine-GF,0
HUVEC-2_6_I39_1,HUVEC-2_6_I39,HUVEC,HUVEC-2,6,I39,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/I39_s1,Cytokine-GF,0
HUVEC-2_6_I39_2,HUVEC-2_6_I39,HUVEC,HUVEC-2,6,I39,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/I39_s2,Cytokine-GF,0
HUVEC-2_6_I39_3,HUVEC-2_6_I39,HUVEC,HUVEC-2,6,I39,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/I39_s3,Cytokine-GF,0
HUVEC-2_6_I39_4,HUVEC-2_6_I39,HUVEC,HUVEC-2,6,I39,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/I39_s4,Cytokine-GF,0
HUVEC-2_6_Q38_1,HUVEC-2_6_Q38,HUVEC,HUVEC-2,6,Q38,1,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/Q38_s1,Cytokine-GF,0
HUVEC-2_6_Q38_2,HUVEC-2_6_Q38,HUVEC,HUVEC-2,6,Q38,2,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/Q38_s2,Cytokine-GF,0
HUVEC-2_6_Q38_3,HUVEC-2_6_Q38,HUVEC,HUVEC-2,6,Q38,3,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/Q38_s3,Cytokine-GF,0
HUVEC-2_6_Q38_4,HUVEC-2_6_Q38,HUVEC,HUVEC-2,6,Q38,4,BMP-10,0.0009999999999999,Growth factor,HUVEC-2/Plate6/Q38_s4,Cytokine-GF,0
HUVEC-1_3_AA16_1,HUVEC-1_3_AA16,HUVEC,HUVEC-1,3,AA16,1,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/AA16_s1,Cytokine-GF,0
HUVEC-1_3_AA16_2,HUVEC-1_3_AA16,HUVEC,HUVEC-1,3,AA16,2,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/AA16_s2,Cytokine-GF,0
HUVEC-1_3_AA16_3,HUVEC-1_3_AA16,HUVEC,HUVEC-1,3,AA16,3,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/AA16_s3,Cytokine-GF,0
HUVEC-1_3_AA16_4,HUVEC-1_3_AA16,HUVEC,HUVEC-1,3,AA16,4,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/AA16_s4,Cytokine-GF,0
HUVEC-1_3_AD27_1,HUVEC-1_3_AD27,HUVEC,HUVEC-1,3,AD27,1,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/AD27_s1,Cytokine-GF,0
HUVEC-1_3_AD27_2,HUVEC-1_3_AD27,HUVEC,HUVEC-1,3,AD27,2,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/AD27_s2,Cytokine-GF,0
HUVEC-1_3_AD27_3,HUVEC-1_3_AD27,HUVEC,HUVEC-1,3,AD27,3,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/AD27_s3,Cytokine-GF,0
HUVEC-1_3_AD27_4,HUVEC-1_3_AD27,HUVEC,HUVEC-1,3,AD27,4,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/AD27_s4,Cytokine-GF,0
HUVEC-1_3_Z22_1,HUVEC-1_3_Z22,HUVEC,HUVEC-1,3,Z22,1,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/Z22_s1,Cytokine-GF,0
HUVEC-1_3_Z22_2,HUVEC-1_3_Z22,HUVEC,HUVEC-1,3,Z22,2,BMP-10,0.01,Growth factor,HUVEC-1/Plate3/Z22_s2,Cytokine-GF,0
